"TITLE","TEXT"
예상보다 빠른 원재료 가격 상승,"별도: 1Q 영업이익은 240억원으로 전망. 판매량은 47만톤으로 전분기비 +5% 증가할 것으로 추정. 수출가격 강세와 내수 역시 3월에 가격 인상을 단행하여 특수강 판매가격은 전분기비 약 +3만원/톤 상승할 것으로 예상. 다만 철스크랩 투입원가가 전분기비 +6만원/톤 가량 상승하여 스프레드는 -3만원/톤 축소될 것으로 판단. 전분기비 판매량 증가는 단위당 고정비 감소 효과를 가져올 것으로 보이나 스프레드 축소에 따라 영업이익은 전분기와 유사한 수준으로 전망. 연결: 세아창원특수강 역시 원재료 가격 강세에 따른 원가 부담을 느낄 것으로 추정. 세아창원특수강의 주력 제품은 STS제품으로 원재료인 STS스크랩은 니켈 가격 영향 받아. 1Q 평균 LME 니켈 가격은 28,000달러/톤 수준으로 전분기비 +40% 이상 급등. 제품가격 인상으로 일부 원재료 가격 상승분을 상쇄할 것이나 충분하기는 어려울 것으로 추정. 별도 기준 2021년 주요 수요산업 중 자동차향 비중은 21.3%로 파악. 당초 2022년 자동차향 판매량이 확대될 것으로 예상됐었으나 연초 이후 불거지고 있는 러시아-우크라이나 전쟁으로 인해 자동차향 판매 확대에 대한 불확실성이 커진 상황. 반면, 산업/기계 수요는 2021년 하반기 대비 개선될 것으로 예상되고 조선향 판매 역시 증가할 것으로 보여 2022년 전체 판매량은 전년 수준을 유지할 수 있을 것으로 전망. 대형단조 부문은 2021년에도 전년에 이어 영업적자를 기록한 것으로 관측되나 적자 폭은 크게 축소된 것으로 파악. 아직까지 매출액 규모에서 특수강봉강 대비 현저히 낮은 수준이나 원전 및 조선 관련 수요 확대를 기대해볼 수 있어 영업적자 규모는 점진적인 감소를 시현할 수 있을 것으로 추정. 정부가 2Q 전기요금에서 연료비 조정요금을 동결했지만 지난해 말 인상을 예고했던 기준연료비와 기후환경요금은 4월부로 반영되며 전체 전기요금은 인상. 철스크랩은 2Q 계절적 성수기 영향으로 수요 증가가 예상되는 만큼 가격 강세가 유지될 것으로 전망. 상승하는 원가를 제품 판매가격으로 전가시키는 노력이 이어질 것으로 예상되나 전반적인 상품가격 강세로 수요산업 역시 어려움을 호소하고 있다는 점은 부담. "
포착되고 있는 긍정적 시그널,"(별도) 1Q 영업이익은 1,440억원으로 전망. 봉형강류: 판매량은 계절적 비수기 영향으로 전분기비 감소 전망. 철근 및 H형강 판매단가는 전분기비 상승할 것으로 예상되나 철스크랩 투입원가 역시 동반 상승하여 스프레드는 유지할 것으로 판단. 냉연류: 판매량은 전분기 낮은 기저에 따라 전분기비 증가할 것으로 추정. 수출가격은 1Q까지 높은 수준을 유지한 것으로 파악되나 수입가격 및 국내 유통가격 약세에 따라 전체 판매단가는 전분기비 소폭 하락할 것으로 전망. 다만, 열연 가격 역시 4Q부터 약세 기조를 나타내고 있는 바 스프레드 훼손은 크지 않을 것으로 판단. 후판: 전방산업 수요 증가로 판매량은 전분기비 증가할 것으로 전망. 판매가격은 다른 판재류와 마찬가지로 전분기비 하락할 것으로 보이나 슬래브 투입원가도 하락하며 스프레드는 전분기와 유사할 것으로 예상. 전 품목 합산 판매량은 148만톤으로 전분기비 -2% 감소했을 것으로 추정. 2021년 후판 판매량은 74만톤으로 전년대비 -10% 감소. 수익성 위주의 조업을 한 탓도 있지만 전방산업 수요 부진도 주요 원인. 올해는 국내 조선업체들의 건조량이 증가하며 동사 후판 판매량 역시 다시 회복될 것으로 판단. 당진 후판공장 생산능력은 연산 150만톤(일반재 기준)으로 판매량 회복 시 고정비 부담이 감소할 것으로 예상. 2021년 냉연류 매출에서 수출이 차지한 비중은 67%(매출액 기준). 러시아-우크라이나 전쟁으로 유럽 및 미국 지역의 철강 제품가격이 크게 상승하고 있어 동사의 냉연 수출가격 역시 강세 기조를 나타낼 수 있을 것으로 추정. CIS지역은 주요 슬래브 수출 지역 중 하나로 러시아-우크라이나 전쟁에 따라 슬래브 공급에 우려가 있는 상황. 이러한 이슈는 브라질 슬래브 수출가격 강세로 이어지며 CSP의 판매단가 역시 상승할 것으로 예상. 연초 이후 브라질 헤알화는 미국 달러 대비 강세 국면을 보이고 있으며, 이는 CSP 매출액 및 영업이익에는 다소 부정적. 하지만, 미국 달러 부채 규모가 큰 CSP 입장에서는 헤알화 강세가 영업외손익 측면에서는 긍정적 영향을 미칠 것으로 전망. "
"1Q22 Preview: 폭풍전야","1Q22 별도 영업이익은 1.22조원 기록하며 컨센서스(1.14조원)를 소폭 상회할 전망. 판매량 축소, 판가 하락, 원재료비 상승 등 주요 지표가 모두 악화. 판매량 감소 및 유연탄 가격 상승으로 2Q22까지 감익 기조 지속 전망. 러시아 사태는 인한 판가 상승 보다 원재료 가격 상승 영향에 주목. 불확실성 확인이 필요. 투자의견 Buy, 적정주가 450,000원을 유지. 1Q22 연결 영업이익은 1.8조원(-24.1% QoQ)을 기록하며 컨센서스(1.65조원)를 소폭 상회할 전망이다. 별도 영업이익은 1.22조원(-26.9% QoQ)을 기록하며 컨센서스(1.14조원)를 역시 소폭 상회할 전망이다. 고로 개보수 영향으로 판매량이 -2.5% QoQ 감소하고, 유연탄 스팟 가격 상승 영향으로 인한 원재료비 상승(톤당 +2.6만원)했지만 판가 하락폭(톤당 -3.7만원)이 예상보다 적었을 것으로 추정한다. 3월 이후 톤당 500~600달러까지 급등한 유연탄 가격 영향은 5~6월 이후 본격화되는데, 수요 개선으로 인한 원가 상승이 아닌 만큼 판가에 이를 모두 반영할 가능성은 낮다. 2Q22까지 감익 기조가 이어지며, 3Q22 판매량 회복으로 인한 증익을 예상한다. 현 주가에는 러시아-우크라이나 전쟁으로 인한 유럽 철강재 가격 상승에 대한 기대감이 반영되어 있다. 그러나 EU의 세이프가드로 인해 아시아 시장에 미치는 영향은 제한적이다. 실제로 중국 철강 가격은 전쟁 발발 이후 수출 증가에도 불구하고 부동산 경기 하강 우려로 상승폭이 크지 않았다. 이보다는 원재료 가격 영향에 주목해야 한다. 우리나라는 연료탄 수입 중 15%, 스크랩 수입 중 10%를 러시아에 의존하고 있다. 우크라이나 사태는 스프레드 측면에서 악재다. 수익성 대비 저평가 구간은 맞으나 단기적으로는 리스크 요인이 산해 있다. 중국 부동산 경기 및 철강 가격 반등, 연료탄 수급 정상화 등 불확실성 해소를 확인하고 접근하는 전략이 필요하다. 투자의견 Buy, 적정주가 450,000원을 유지한다. "
전쟁에 대한 기대감이 부담,"1Q22 연결 영업이익은 7,003억원을 기록하며 컨센서스(6,252억원)를 상회할 전망. 다만 3월 당진제철소 사고가 판매량에 주는 영향은 아직 불확실. 2Q22 중 자동차 강판 협상 기대감 남아있으나 원재료 가격 온전히 반영 어려움. 러시아 사태로 인한 유럽 가격 상승보다 자동차 강판 수요 불확실성에 주목. 견조했던 주가 흐름이 이제는 부담. 투자의견 Buy, 적정주가 67,000원을 유지. 1Q22 연결 영업이익은 7,003억원(-9.3% QoQ)을 기록하며 컨센서스(6,252억원)를 상회할 전망이다. 판재류와 봉형강류 모두 원재료 가격 상승으로 스프레드가 각각 -7.8% QoQ, -5.8% QoQ 감소할 예정이다. 다만 봉형강류에서의 판가 상승(+1.6% QoQ)과 판매량 회복(4.6% QoQ) 효과가 감익 폭을 예상보다 완화시킬 전망이다. 다만 3월 당진제철소 사고가 판매량에 주는 영향이 아직 불확실하다는 측면은 리스크 요인으로 남아있다. 감익 기조는 3Q22까지 지속될 것으로 보인다. 2Q22 중 자동차 강판 협상에 대한 기대감이 남아있으나 급등한 원재료 가격을 온전히 반영하는 수준의 인상은 어려울 가능성이 높다. 러시아 사태 이후 유럽 철강 가격 상승에 대한 기대감이 주가 흐름에 반영되고 있다. 그러나 아시아 철강사들의 수혜 폭은 크지 않다. 오히려 유연탄 등 원재료 가격 급등, 2 )러시아 공장 가동 차질, 러시아산 팔라듐 공급부족 등으로 인한 자동차 생산량 감소가 차량용 강판 수요에 미칠 악영향이 더 유의미하다. CoVID-19 이전 분기별 100만톤 수준을 기록하던 자동차강판 판매량은 80만톤 수준으로 내려왔으며 2022년 내 회복이 어려울 것으로 보인다. 밸류에이션 매력은 긍정적이다. 다만 수요 불확실성(러시아 사태, 중국 부동산 경기 부진) 대비 그동안 주가 흐름이 견조했기 때문에 단기적으로는 숨을 고르는 주가 흐름이 예상된다. 투자의견 Buy, 적정주가 67,000원을 유지한다. "
리오프닝 우려는 접어두세요,"1분기 영업이익은 400억원으로 역대 최대치 예상. 이벤트 및 오미크론 여파로 중국 포함 해외 성장폭 제한되나 이익 핵심 요소인 국내 스크린골프 사업 및 GDR 호조에 기인. 국내 지배력 지속 강화. 오더 베이스임을 감안 시 중국 법인 2022년 매출은 전년 대비 83% 증가 예상. 리오프닝 우려로 주가 휴지기 겪었으나 1분기 이익으로 기우에 그칠 것을 증명. 골프존의 1분기 연결 매출액과 영업이익은 각각 1,438억원(+44.7% YoY)과 400억원(+40.6% YoY)로 기대치를 상회할 전망이다. 올림픽 및 오미크론 확산에 따른 봉쇄령 영향으로 중국 매출 성장은 1분기 다소 둔화되나 오더 기반임을 감안 시 2분기 회복(21년 161억원→22년 296억원, +83% YoY)을 예상하는 기존 견해를 유지한다. 1분기 높은 영업이익을 예상하는 주요인은 역시 국내다. 신규 출점은 100개 내외로 역대 최대 수준이 전망된다. 높은 신규 수요는 계절성을 무색하게 하며 라운딩 수의 record high 지속 갱신을 예상케 한다. 스크린골프가 21년까지 이익 주요 변수였다면 연관 산업으로 확장했던 GDR의 기여가 올해부터 본격화된다. 소비재 내 1위 사업자의 지배력이 더욱 강해지는 모습이 골프 산업에서 그대로 재현되고 있다. 2020년 1/2/3분기 140억원 내외의 영업이익 레벨에서 2021년 300억 내외로 상승한 데 이어 2022년은 400억 내외의 분기 영업이익이 이어질 것으로 예상한다. 2022년 연결 매출 추정치를 기존 4,809억원에서 5,508억원으로 상향한다. 예상보다 강한 수요를 감안한 결과다. 다만 1위 굳히기를 위한 프로모션성/신사업 예산을 YoY 2배로 상향하며 영업이익 추정치는 유지했다. 풍부한 현금에 기반한 연관 사업으로의 확장은 GDR과 같이 미래 새로운 이익원으로 보답할 것이다. 리오프닝에 따른 두려움으로 동사 주가는 휴지기를 겪고 있다. 골프장과 달리 평일 레저로 안착한 스크린골프의 리오프닝 피해는 미미할 전망이다. 코로나에 가려졌던 구조적 하락 스토리가 확인될 다수의 레저 사업자와 달리 동사는 예상보다 높은 성장으로 우려를 기우로 만들고 있다. 동사를 레저 산업 내 최선호주로 유지한다. "
"2Q22 연료비 조정단가 동결 발표","한국전력의 2022년 2분기 연료비 조정단가가 동결(0원/kWh 적용)로 결정됐다. 조정단가 발표 일정이 미뤄지면서 어느정도 예견된 결과였으나 3월 29일 주가는 2.80% 하락했다. 2분기 연료비조정단가 산정에는 2021년 12월 ~ 2022년 2월 기간의 에너지 가격이 반영됐다. 2분기에 적용되는 에너지 가격(세후 무역통계가격 기준)은 전분기 대비 유연탄 +20.2%, LNG +39.1%, BC유 -0.6% / 전년동기대비 유연탄 +92.3%, LNG +127.5%, BC유 +48.5%의 변동이 있었다. 적정 연료비조정단가는 +33.8원/kWh이었으나, 2분기 연료비조정단가는 1분기와 동일한 0원/kWh으로 결정됐다. 에너지 가격 상승으로 연료비 연동제 시행 이후 가장 높은 변동연료비와 적정 연료비조정단가를 기록했으나, 정부는 코로나19 장기화와 높은 물가상승률 등으로 인한 국민적 부담을 이유로 조정단가를 동결했다. 4월부터 적용될 2022년 기준연료비(+4.9원/kWh) 및 기후환경요금(+2.0원/kWh) 인상분도 2분기 연료비조정단가 결정에 영향을 미쳤다. 1분기 연결 매출액 16.1조원(+6.7% YoY, 이하YoY), 영업이익 -7.99조원(적자전환)을 전망한다. 에너지 가격 및 SMP 상승으로 연료비와 구입전력비는 각각 7.5조원(+103%), 10.1조원(+102%)이 예상된다. 절대 금액 기준으로 볼 때 매출액은 전년동기대비 약 1조원 수준 증가하는 가운데 연료비와 구입전력비가 약 8.9조원이 늘어나는 형국이다. 투자의견 중립을 유지한다. 주가는 대선을 거치며 정책 변화 기대감으로 단기 반등에 성공했다. 그러나 이번 연료비 조정단가 동결로 향후 실적에 대한 의구심이 커졌고, 2021년부터 시작된 연료비 연동제 시스템은 사실상 유명무실해졌다는 판단이다. 원전 이용률도 문재인 정권 이전 수준까지 회복된 현재 상태에서 동사 실적의 개선을 위해서는 에너지 가격의 하향 안정화를 기다리는 수 밖에 없다. "
주주가치제고 강화,"투자의견 Buy, 목표주가 400,000원 유지SK는 2025년까지의 기업가치 목표 및 투자전문회사로서의 역할을 감안, 주주환원정책을 강화하기로 결정. 기존 배당정책인 경상 배당수입의 30% 이상 기본배당을 유지하고, 2025년까지 매년 시가총액의 1% 이상 자사주를 매입하고, 신규매입 및 기존 자사주(24.3%)의 소각도 고려 예정. SK의 2021년 주당배당금은 8,000원(중간배당 1,500원 포함, +14% y-y, 배당수익률 3.2%)으로 현금배당총액은 4,476억원(+20% y-y)이며, SK이노베이션의 배당 재개, SK텔레콤의 배당정책 강화, SK E&S의 실적 개선등으로 2022년 배당수입 확대 기대. 2023년 이후에도 SK팜테코, SK실트론 상장 시 구주매출 통해 배당재원확대 전망. 여기에 시가총액의 1%인 약 1,800억원 이상의 자사주 매입이 더해질 경우, 실질적인 주주환원은 경상 배당수입의 40% 이상인 셈. ‘2025년까지’ 저평가 해소를 위한 매년 1% 이상의 자사주 매입 계획 및 소각 고려는 적극적인 주주가치제고일뿐 아니라, 4대 사업 중심의 중장기 투자 및 성장 계획에 대한 강한 실현 의지로 해석. "
인플레 시기에 사상 최대실적을 달성하는 기업,"동사는 인플레이션 시기에 사상 최대실적을 달성하는 기업이다. 이 시기에 통상 금값과환율이 동반 상승하기 때문에 동사에게는 오히려 우호적인 실적 환경이 조성된다. 1998년,2008년 당시에도 최대실적을 기록했다. 올해도 이 기조가 이어질 것으로 전망한다.동사는 국내 연간 공업용 금 소비량의 약 1/3을 사용하고 있는데, 금값이 상승하면 가격연동제를 통해 가격 상승분을 보전 받는다. 또한 재고분과 판매 가격의 스프레드를 통해마진이 개선된다. 여기에 음극재 소재 시장 진출 기대감도 있어 관심이 필요한 시점이다.. 다나까금속(일본), NMC(일본)와 시장을 과점하고 있다. 또한 중국 법인은 중국 내에서M/S 25%로 중국 시장 1위를 달성했다. 현재 국내/중국 법인 합산 CAPA는 6000kKm이고 2025년까지 10,000kKm로 확대해 글로벌 M/S 30%까지 확대를 목표로하고 있다. 또한 2001년부터 ‘Flip-chip기술’ 등을 적용한 고부가가치 반도체 칩과PCB 기판을 접착하는데 사용되는 솔더볼 시장에 진입(글로벌 M/S 3위)했다. 동사 연결기준 영업이익률이 높은 이유는 동사 종속 자회사 한국토지신탁(지난해 말 기준 지분율35.46%) 덕분이다. 한국토지신탁의 3개년 평균 영업이익률은 42.0%에 달한다.. 동사는 올해 별도 기준 매출액 6,115억원(+11.5%, YoY), 영업이익 171억원(+20.1%,YoY, OPM 2.8%)으로 최대 실적 달성을 전망한다. 인플레이션 우려가 존재하는 상황속에서 금 가격 상승 원/달러 환율 상승은 동사 실적에 우호적인 환경을 조성하기때문이다. 먼저 동사는 본딩 와이어 제작을 위해 원재료인 금을 보유(국내 연간 공업 용금 소비량의 1/3 사용, 약 3천억원) 중이다. 또한 금 가격 연동제를 통해 고객사로부터가격 상승분을 보전 받는다. 금 가격 상승기에 보유 재고 분과 판매 가격 간의 스프레드가 확대돼 소폭 마진 개선이 가능하다. 또한 매출 비중 70% 이상이 수출이기 때문에환율 강세 역시 동사에 유리하게 작용된다. 실제로 동사는 외환 위기 당시(1997~8년),금융위기(2008년) 당시 호실적을 달성했다. 올해 역시 사상 최대 실적 경신을 전망한다.. 이 B/W를 사용하기 때문이다. 동사 내부 전망치에 의하면 글로벌 B/W 시장은 연평균8.0%(2020년 → 2025년) 성장을 전망하고 있다. 또한 차량용 반도체는 인명과 직결되는 특성상 안전성이 필수적이다. 습도에 대한 민감도를 나타내는 MSL(Moisture Sensitivity Level) 지표에서 플립칩은 LV.3, 리드프레임은 LV.1이다. 플립칩의 경우 LV.1과달리 습도에 취약해 박리현상이 발생한다. 또한 열 스트레스와 기계적 스트레스에도 취약한 단점이 존재한다. 따라서 전장시장 성장과 함께 B/W는 지속이 가능할 전망이다.. "
이미 반영된 악재와 반영되지 않은 호재,"스마트폰 수요 부진에 따른 출하량 둔화, 고객사 성능 제한 이슈, MLCC 재고부담 등 우려로 주가 역사적 밸류에이션 저점 수준. 하반기 업황 점진적 회복, 기판 호조세, AR 기술 경쟁력 고려시 현재 주가 매력적. 수요 부진에 따른 중화권 스마트폰 출하량 둔화, 고객사 성능 제한 이슈,재고조정 및 MLCC 가격 인하 가능성 등 다양한 우려로 동사 밸류에이션역사적 저점. 하지만 하반기 업황 점진적 개선, 기판 업황 호조세, AR(확장현실) 기술 경쟁력 고려시 현재 주가 중장기 관점에서 저가매수 기회먼저 중화권 스마트폰 업체들의 출하량 둔화 지속. 인도, 동남아시아 시장에서는 코로나19 영향으로 수요가 부진하고 중국, 유럽 시장에서는 iPhone점유율이 확대되고 있기 때문. 또한 전략 고객사는 성능 제한 이슈로 플래그십 판매가 예상보다 부진. 이는 동사 실적에 부정적이를 반영해 모듈부문과 컴포넌트 부문 실적 소폭 하향 조정. 특히 MLCC의 경우 채널 및 세트업체 재고 부담을 고려해 물량 및 가격을 소폭 하향.참고로 당사가 추정하는 동사 2022년 예상 영업이익은 1조5,677억원(+5.4% y-y)으로 컨센서스 대비 약 7.2% 낮은 수준. 예상보다 부진한 업황, 여러 악재에도 불구하고 당사는 현재 주가는 과도한저평가 국면이라고 판단. 현재 글로벌 주요 경쟁업체들(Taiyo Yuden, Sunny Optical)대비 밸류에이션이 약 40% 할인되어 거래되고 있고, 역사적 밸류에이션 밴드도 최저점에 위치하고 있기 때문스마트폰 수요 개선, 기판 사업 호조세 지속, AR 핵심 기술인 웨이브 가이드 모듈 기술 경쟁력이 각광을 받을 수 있는 하반기에는 주가 상승 본격화될 것으로 예상. 따라서 악재가 대부분 반영된 현재 주가는 중장기 관점에서 매우 매력적인 수준이라고 판단. "
추가비용 인식에도 고수익성 지속 예상,"2022년 1분기 예상 순이익은 7,960억원으로 추정. 이연된 명예퇴직비용 1,630억원과 비화폐성 외화환산손 300~400억원 발생으로 전년동기대비 이익규모 감소가 예상되나 핵심이익 증가세가 이어지며 고수익성 지속 예상. 금융시장 변동성 확대에 따른 유가증권 운용손실, 증시 거래대금 감소와 가맹점 수수료 인하 영향으로 증권 및 카드 자회사 실적부진이 예상되어 비이자이익 감소는 불가피할 것이나 이자이익 성장과 낮은 대손비용을 바탕으로 견조한 이익기반 유지될 전망. 1분기 중 NIM은 1bp 상승에 그칠 것으로 보이나 지난 4분기 연체이자 회수에 따른 일회성 효과를 감안하면 실제로는 2~3bp 상승. 가계대출 억제 영향으로 1분기 중 대출성장률은 1% 수준이 예상됨. 2분기 이후 가계대출 성장재개와 추가적인 금리인상 가능성을 감안하면 이자이익 증가추세는 연중 이어질 것으로 보이고, 금융시장 여건 개선에 따라 비이자이익 역시 회복흐름이 예상됨. 4분기 중 추가적인 대손준비금을 적립하면서 1분기 충당금 수준은 낮게 유지될 전망. 대손부담의 경우 향후 점진적 상승추세가 예상되나 높은 이익가시성을 바탕으로 고수익성 창출역량은 유지는 가능할 전망. 동사에 대한 기존 목표주가 58,000원과 매수의견을 유지함. PBR 0.4배의 현 주가는 예상수익성 대비 저평가 영역으로 판단. 당장 분기배당 실시는 힘들 것이나 중간배당을 포함한 예상 배당수익률은 6.5%에 달할 것으로 보여 고배당 매력 겸비. "
No.1을 위한 예열 중,"매출액 4.9조원, 영업이익 1,454억원(OPM 3.0%), 순이익 744억원 제품별 영업이익은 소형전지 2,307억원(원통형 1,961억원 /이익률 15.4%), 자동차용 전지 -853억원(이익률 -2.6%)을 추정 차량용 반도체 공급 차질 장기화 및 유럽 지정학 Risk에 따른 국내/외 기업들의 차량용 전지 출하량 감소 및 수익성 악화우려 증대. 반면, 동사는 Tesla향 원통형 전지 출하량 증가로 경쟁사들 대비 수익성 방어가 가능한 점이 주가 차별화. 연초 동사는 2025년 글로벌 자동차용 전지 1위의 가이던스를 제시함. 해당 전략은 북미 시장 선점/지배력 강화와 원통형 전지 양/질의 성장으로 구현될 전망. 2022년은 No.1으로 도약을 위한 내실을 다지는 시점으로 판단 22.3월 동사는 공시를 통해 캐나다 온타리오 소재 Stellantis JV 설립(지분율 51%, 45Gw 생산capa), 미국 애리조나 소재 원통형 전지 신규 투자(11.9Gw 생산capa, Lucid/Nikola 등 스타트업이 초기 고객사)를 확정. 특히 원통형 전지는 타이트한 공급 여건으로 동사의 Bargain Power가 입증 동사는 2025년까지 북미 시장 220Gw 이상의 생산capa를 확보, 과거 선제적으로 가동한 중국/폴란드 공장에서 축적된 설비 운용 Learning-curve를 통해 북미 시장 최대 자동차용 전지 기업으로 등극할 전망 수요 가시성이 타 OEM대비 높은 Tesla와의 파트너쉽 강화로 원통형 전지 신규 투자 속도전이 예상됨. 동사는 국내/외 경쟁사 대비 원통형 전지에 신속한 의사결정으로 고객사의 해외 생산설비가 인접한 지역 생산거점 확보 및 검증된 연구개발 역량을 보유한 점이 긍정적. 동사의 2025년 원통형 전지 목표 생산capa는 150Gw(중국 95Gw, 폴란드 30Gw, 중국 20Gw, 국내 5Gw로 추정). 동사는 2023년 하반기 Tesla향 4680 전지 출하 가능성이 높아 Tesla 내 침투율 증대 예상. 동사에 투자의견 Buy와 적정주가 61만원(24년 CATL의 EV/EBITDA 대비 할증 적용한 25배 적용)을 유지하며 커버리지 최선호주 유지. 동사는 해외 진출을 앞둔 CATL 등 중국 Cell기업들과의 기존 수익성 격차가 축소, 자동차용 전지 점진적 생산 차질 해소에 따른 출하량 정상화에 따른 동사의 자동차 전지 지배력 강화는 향후 적정주가의 추가 상향 여지를 남겨둔 점. "
"1Q 양호한 실적 기대, 2Q 가격 인상 관건","22년 1분기 별도 영업이익 1,450억원으로 예상되며 당사 추정은 컨센서스보다 소폭 높은 수준 - 양호한 1분기 실적과 주력 품목 수요 증가, valuation 매력을 고려하여 투자의견 BUY 유지하며 목표주가 22,700원을 유지함. 22년 1분기 별도 매출액 1조 8,990억원, 영업이익 1,450억원, 세전이익 940억원으로 예상되며 별도 영업이익은 전년동기대비 +43%, 전분기대비 -16% 전망됨. 연결 영업이익은 전년동기대비 +37%, 전분기대비 -21% 예상됨 - 동사의 1분기 실적은 비교적 양호할 것으로 추정되는데 철근 부문은 견조한 수요와 판가-철스크랩 spread로 실적 호조가 지속되고, 후판 부문은 조선향 수요 증가로 판매량이 증가하고 슬래브 투입원가가 낮아지면서 spread도 개선될 것으로 예상되기 때문 - 2월 누계 국내 철근 수요는 전년동기대비 +9% 증가하였고 1분기 철근 기준가도 톤당 6만원 상승하여 철스크랩 가격 상승이 충분히 반영되었다고 추정됨. 2월 누계 국내 후판 수요는 전년동기대비 +39% 큰 폭 증가하였고 이는 조선향 수요증가가 배경으로 판단됨. 또한 동사 후판의 원료인 슬래브 평균수입단가는 21년 4분기 톤당 807달러에서 올해 1, 2월 평균 759달러로 낮아져 원가부담은 완화되었을 것. 한편 동사 주력 품목인 국내 칼라강판 수요는 2월 누계 -11%를 기록하여 부진한 상황 - 2분기 실적의 관건은 철강가격 인상폭임. 동사의 원료인 철스크랩, 슬래브, 열연강판 가격은 2분기 큰 폭 인상이 예상되기 때문임. 철근은 수급이 타이트하여 견조한 실적이 지속될 것으로 예상되나 후판과 냉연(칼라강판)의 적극적인 가격 인상이 필요한 상황. 글로벌 철강가격 상승에도 동사를 포함한 철강업종 주가는 횡보를 하고 있는 상황. 이는 글로벌 매크로 환경의 변동성 외에 2분기 원가 상승에 따른 철강업체들의 적극적인 가격의 추가 인상이 필요하기 때문. 하지만 중국의 저가 영향력이 축소되고 있어 중기적으로 철강업체들의 가격협상력은 회복될 것으로 예상됨. "
인팩 - 현대차그룹의 전력전자 PCB 원벤더,"인팩은 해외거점 확대, 신사업 및 M&A 등을 통해 본격 성장해 옴. 매출액은 1999년 281억원에서 2020년 3,842억원으로 연평균 성장률 13%를 기록. 해외 생산거점은 인도, 중국, 베트남, 북미, 멕시코 등으로 늘려왔음. 2021년 12월에는 폴란드법인을 설립하고 2023년 1분기 생산공장 완공을 목표로 하고 있음. 신사업 및 인수합병은 Eaton Automotive사의 솔레노이드 밸브 및 스위치 사업부 인수, Control Cable을 생산하는 성신테크(현, 인팩 이피엠) 인수, 자동차용 안테나를 생산하는 한국전장(현, 인팩 일렉스)을 인수, 2010년 자동차용 Horn 사업을 하는 성일산업(현, 인팩 혼시스템)을 인수. 최근에는 2020년 현대모비스의 전력전자 PCB 어셈블리 라인을 이관받아 신성장 동력으로 확장 중. 충주공장의 액츄에이터 라인을 신규 제천공장으로 이관하고, 기존 충주공장에서는 PCB를 생산토록하는 신규 설비투자를 진행 중임. 인팩은 액츄에이터(Actuator)와 PCB를 중심으로 혼, 안테나, 케이블류를 생산하고 있음. 현대차그룹의 전력전자 PCB 어셈블리 원벤더로서 전기차 비중 확대의 수혜가 가능할 전망. PCB 캐파 확대는 2021년 6월부터 2023년 11월까지 이뤄질 예정이며 기존 대비 캐파는 30% 이상 확대될 것으로 추정. 인팩의 2021년 실적은 매출액 4,393억원(+14.3%), 영업이익 128억원(-1.5%), 영업이익률 2.9%(-0.5%p) 기록. 2022년 인팩의 매출액은 미들 싱글 수준 이상의 성장이 가능할 것으로 추정. 액츄에이터와 전동화 PCB 사업군의 성장이 기대되기 때문. 수익면에서도 2021년 수준 이상의 수익 창출이 가능할 것으로 추정됨. 평균 수준 마진 이상의 주력제품군인 스마트 액츄에이터와 전동화 PCB 사업의 비중이 늘어날 것으로 전망되기 때문. "
